"Name","ParticleCount","MinLife","MaxLife","ParticleMinInterval","ParticleMaxInterval","ParticleMinLife","ParticleMaxLife","ParticleMinAngle","ParticleMaxAngle","ParticleAngleRelativeToParent","ParticleRandomAngle","ParticleMinRadius","ParticleMaxRadius","ParticleMinSpeed","ParticleMaxSpeed","ParticleStartXYAreaRadius","ParticleStartX","ParticleStartZ","ParticleMinVelocityZ","ParticleMaxVelocityZ","ParticleGravity","ParticleMinTailLength","ParticleMaxTailLength","ParticleResource","ParticleExportName","RotateToDirection","LoopParticleClip","StartScale","EndScale","FadeInDuration","FadeOutDuration","Inertia","EnemyVersion","NoBounce","StopOnBounce","RandomScale","NoLowEndOptimization","SortingOffset","Shadow","AngularSpeed","ShadowMulR","ShadowMulG","ShadowMulB","ShadowMulA","ShadowYShift","InverseSpeed","ParticleMinSpawnAngle","ParticleMaxSpawnAngle","TrailMaxPoints","TrailDuration","TrailSWF","TrailExportName","SpecialEffect","FrameFromAngle","RotateMinSpeed","RotateMaxSpeed","IgnoreShadowFlip","ResourceFromAngle","Modifiers","ParticleRadiusAspect","ParticleSpecificEmitter","ParticleSpecificFollow","PlayParticleClipOnce"
"hoggy_bank_gem_explode1",36,1000,1000,25,25,2300,2300,,180,,,1,30,80,80,90,,3,1500,1400,-3000,,,"sc/ui.sc","gem_ingame",,,100,100,,,,,"true",,,,,,,,,,,,,,,,,,,,,1,11,"true",,,,,,
"phoenix_magic_enemy",8,1,1,,1,900,1800,,360,"true",,,4,,30,,,,,,-25,,,"sc/effects.sc","inferno_spark_red",,"true",100,40,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"phoenix_feathers",6,130,130,2,5,500,1000,,360,,"true",1,3,10,100,,,8,100,300,-500,,,"sc/chr_phoenix_dl.sc","phoenix_feather","true",,30,10,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_phoenix_dl.sc","phoenix_feather",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_phoenix_dl.sc","phoenix_feather",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"phoenix_intro_feathers",20,100,600,,,1000,1500,,360,"true","true",2,5,50,100,,,34,100,250,-100,,,"sc/chr_phoenix_dl.sc","phoenix_feather_medum","true","true",40,30,50,800,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Gold_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","golden_dust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","golden_sparks_golden_knight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"phoenix_feather",4,180,180,1,3,700,700,,360,"true","true",4,4,30,30,,,,,,50,,,"sc/chr_phoenix_dl.sc","phoenix_feather_small",,"true",45,50,,500,30,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,
"phoenix_fire",8,10000,20000000,1,1,500,1700,,360,,,1,3,1,6,14,,,40,90,,,,"sc/effects.sc","FireParticle1",,,90,20,,4200,,,,,50,,,,,,,,,,,,,,,,,,,,40,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Card_boosted_effect1",70,1,1,,1,900,1800,,360,"true",,,20,,100,,,,,,200,,,"sc/effects.sc","war_card_sparkle1",,"true",150,10,,300,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","war_card_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","war_card_sparkle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","war_card_sparkle1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Card_boosted_effect2",22,3000,3000,10,100,900,1800,,360,"true",,-20,20,,100,,,,,,200,,,"sc/effects.sc","war_card_sparkle2",,"true",150,10,,300,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","war_card_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","war_card_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","rainbow_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"rage_radious_prestige_small",70,2500,3500,5,10,1000,1000,,360,,"true",14,14,10,25,,,,30,50,25,,,"sc/effects.sc","Death_blue_sparkle2",,,50,10,500,500,25,,,,25,,,,,,,,,,,,,200,469,"sc/effects.sc","reflection_blob",,,,,,,,,,,
"santa_present_vfx",10,3000,3000,10,100,900,800,,360,"true",,,5,,50,,,,,,200,,,"sc/effects.sc","blue_sparks",,"true",30,10,,500,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","war_card_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"santa_present_vfx_enemy",10,3000,3000,10,100,900,800,,360,"true",,,5,,50,,,,,,200,,,"sc/effects.sc","inferno_spark_red",,"true",30,10,,500,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_red_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"heart_vfx",3,80,80,1,3,300,1200,,360,"true",,,2,10,25,,,44,40,90,10,,,"sc/effects.sc","heart",,"true",150,20,,300,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","heart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","heart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","heart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"party_hut_rainbow_vfx",5,1,1,,1,200,600,,360,"true","true",,7,5,20,,,,,,200,,,"sc/effects.sc","rainbow_sparkle1","true","true",80,,,300,500,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","rainbow_sparkle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","rainbow_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pass_royale_premium_magicdust",26,1,2,,1,600,1600,,360,,"true",,20,50,30,,,,,200,-50,,30,"sc/effects.sc","rainbow_sparkle2",,,70,10,,500,1,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pass_royale_premium_magicburst",12,1,2,,1,900,1400,,360,"true",,,30,,30,,,,,,100,,,"sc/effects.sc","Violet_sparkle1",,"true",60,40,,300,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SA_tornado_cloud",25,1650,2000,,,1,500,,360,,"true",5,7,60,80,,,,20,,25,,,"sc/effects.sc","d3",,,50,140,,600,,,,,,,,"true",176,,,81,84,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3_green_dark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SA_tornado_cloud2",11,1760,2000,,,1,700,,360,,"true",5,10,80,170,,,,1,2,,,,"sc/effects.sc","d3",,,60,90,,600,,,,,,,,"true",,,13,100,202,,"true",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3_green_dark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Death_dark_elixir_burst1",21,80,80,1,3,300,1000,,360,,,,,20,70,,,39,,600,-1700,,100,"sc/effects_evolution.sc","death_particle_dark_elixir1",,,100,40,,200,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","death_particle_dark_elixir1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Death_dark_elixir_ground1",3,80,80,1,3,3000,4000,,360,"true",,,3,10,20,,,,,,-1700,,,"sc/effects_evolution.sc","death_ground_dark_elixir1",,,100,40,,2000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","death_ground_dark_elixir2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","death_ground_dark_elixir3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Death_darke_elixir_smoke",12,190,190,1,3,1200,2800,-30,30,,"true",,2,,50,,,10,20,90,35,,,"sc/effects_evolution.sc","Death_dark_elixir_smoke","true",,23,30,,2000,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Death_dark_elixir_smoke_2",6,190,190,1,3,1200,2800,-30,30,,"true",,2,,50,,,,-20,-90,-35,,,"sc/effects_evolution.sc","Death_dark_elixir_smoke","true",,25,40,,2500,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dark_elixir_particles",21,100,600,,,500,750,,360,"true","true",2,5,50,100,,,34,100,250,-500,,,"sc/effects_evolution.sc","dark_elixir_sparks_v4","true","true",40,40,50,500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","dark_elixir_sparks_v1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","dark_elixir_sparks_v3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","dark_elixir_sparks_v2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark_elixir_godray",1,1,700,1,600,800,800,180,180,,,,,,,,,,,,,,,"sc/effects_evolution.sc","dark_elixir_godray_v1","true",,90,200,100,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark_elixir_godray_2",4,,,,,800,800,180,180,,,,,,,52,,,,,,,,"sc/effects_evolution.sc","dark_elixir_godray_v2","true",,70,60,100,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark_elixir_deploy_drop",30,50,100,,,250,400,,360,,"true",,5,50,150,,,79,50,100,-1000,10,250,,,,,25,50,,100,10,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark_elixir_deploy_puff",60,1,1,,,700,750,,360,,"true",4,4,60,80,,,,20,,25,,,"sc/effects_evolution.sc","Death_dark_elixir_puf",,,90,200,,600,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","Death_dark_elixir_puf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","Death_dark_elixir_puf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","Death_dark_elixir_puf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark_elixir_hit_smoke",29,1,1,,,800,1000,,360,,,,1,100,130,,,3,10,10,25,,,"sc/effects_evolution.sc","Death_dark_elixir_smoke",,,20,30,,1500,350,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark_elixir_hit_particle",1,100,100,,7,110,150,-360,360,,"true",,,300,350,,,,,,,200,500,"sc/effects_evolution.sc","dark_elixir_sparks_v3",,"true",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"evolution_skeleton_spawn_lines",35,2000,500,100,100,600,400,,360,,,-2,3,,,,,,,,,,,"sc/effects_evolution.sc","evolution_skele_spwan_lines",,"true",80,200,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"rage_potion_ground",1,100000,100000,,,900,900,,,,,,,,,,,,,,,,,"sc/effects.sc","rage_potion_ground",,"true",70,120,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"rage_potion_particle",10,3000,3000,10,100,900,800,,360,"true",,,5,,50,,,,,,200,,,"sc/effects.sc","rage_potion_particle",,"true",30,10,,500,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","war_card_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"rage_potion_ground_small",1,100000,100000,,,1000,1000,,,,,,,,,,,,,,,,,"sc/effects.sc","rage_potion_ground",,"true",45,80,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boost_heal_potion",1,,,,,100000,100000,,,,,,,,,,,,,,,,,"sc/effects.sc","heal_potion_game",,"true",70,70,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
"heal_potion_ground",1,100000,100000,,,900,900,,,,,,,,,,,,,,,,,"sc/effects.sc","heal_potion_ground",,"true",70,120,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"heal_potion_ground_small",1,100000,100000,,,1000,1000,,,,,,,,,,,,,,,,,"sc/effects.sc","heal_potion_ground",,"true",45,80,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boost_clone_potion",1,,,,,100000,100000,,,,,,,,,,,,,,,,,"sc/effects.sc","clone_potion_game",,"true",70,70,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
"clone_potion_ground",1,100000,100000,,,900,900,,,,,,,,,,,,,,,,,"sc/effects.sc","clone_potion_ground",,"true",70,120,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"clone_potion_ground_small",1,100000,100000,,,1000,1000,,,,,,,,,,,,,,,,,"sc/effects.sc","clone_potion_ground",,"true",45,80,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"clone_potion_particle",10,3000,3000,10,100,900,800,,360,"true",,,5,,50,,,,,,200,,,"sc/effects.sc","clone_potion_particle",,"true",30,10,,500,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","blue_sparks_skeleton_king_01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"heal_potion_particle_boost",10,30000,30000,10,100,900,800,,360,"true",,,5,,50,,,,,,200,,,"sc/effects.sc","heal_potion_particle",,"true",60,30,,500,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","heal_effect_cross3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boost_invisibility_potion",1,,,,,100000,100000,,,,,,,,,,,,,,,,,"sc/effects.sc","invisibility_potion_game",,"true",70,70,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
"invisibility_potion_ground",1,100000,100000,,,900,900,,,,,,,,,,,,,,,,,"sc/effects.sc","invisibility_potion_ground",,"true",70,120,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"invisibility_potion_ground_small",1,100000,100000,,,1000,1000,,,,,,,,,,,,,,,,,"sc/effects.sc","invisibility_potion_ground",,"true",45,80,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"invisibility_potion_particle",10,3000,3000,10,100,900,800,,360,"true",,,5,,50,,,,,,200,,,"sc/effects.sc","invisibility_potion_particle",,"true",30,10,,500,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","war_card_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Firecracker_evolution_fireworks",26,200,200,1,2,300,500,-360,360,"true","true",,,60,150,188,,,100,180,-200,100,500,"sc/effects_evolution.sc","Purple_sparkle3","true","true",40,,,200,200,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","dark_elixir_sparks_v4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","Purple_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"firecracker_evolution_smoke",11,190,190,,,2200,2500,,360,,,3,5,,70,,,,30,60,,,,"sc/effects.sc","Smoke_puff_01","true",,40,90,,4000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Smoke_puff_02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","Death_dark_elixir_smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","Death_dark_elixir_smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"firecracker_evolution_sparks",40,200,300,,,350,400,,365,,,,,150,200,,,,,150,-500,100,200,"sc/effects.sc","Green_sparkle2","true",,60,10,,600,50,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","war_card_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","rainbow_sparkle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"card_evolution_shards_gather",42,1500,2500,10,40,600,1000,,365,,"true",,,300,400,,,,,,,500,900,"sc/effects.sc","Death_purple_sparkle4",,,65,65,300,400,400,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"card_evulotion_shards_gather_large",42,1500,2500,10,40,600,1000,,365,,"true",,30,300,400,,,,,,,500,900,"sc/effects.sc","Death_purple_sparkle4",,,65,65,300,600,400,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"royal_giant_evo_puff",70,1,5,,,500,600,,360,,"true",5,6,40,50,,,,20,,25,,,"sc/effects.sc","d3",,,80,70,,300,50,,,,,,,"true",,,,43,95,,,,,,,,,,,-90,9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3_green_dark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Firecracker_evolution_fireworks_small",16,200,200,1,2,300,300,-360,360,"true","true",,,60,150,66,,,100,50,-100,100,600,"sc/effects_evolution.sc","Purple_sparkle3","true","true",50,,,200,100,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","dark_elixir_sparks_v4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","dark_elixir_sparks_v4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","Purple_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"firecracker_evolution_sparks_small",40,200,300,,,100,300,,365,,,,,150,250,,,,,20,-500,100,200,"sc/effects.sc","Green_sparkle2","true",,40,10,,200,30,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","war_card_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","rainbow_sparkle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"royal_giant_evolution_sparks",13,100,100,,5,100,100,1,360,"true","true",11,12,300,350,,,,60,100,,500,500,"sc/effects.sc","Sparkle","true",,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"royal_giant_evolution_spark_02",27,100,100,,5,100,100,1,360,"true","true",,3,300,350,,,,60,100,,500,500,"sc/effects.sc","Sparkle","true",,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"royal_giant_evolution_sparks_hit",13,100,100,,5,100,100,1,360,"true","true",,8,50,200,,,52,,,-100,,,"sc/effects.sc","Sparkle","true",,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"royal_giant_evolution_rocks",13,400,400,,5,1300,2000,,360,,"true",5,6,30,50,,,20,150,500,-2000,,,"sc/effects.sc","Rock1Particle",,,20,40,,600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"royal_giant_evolution_puff_02",63,1,1,,,800,900,,360,,"true",4,4,100,120,,,,25,,25,,,"sc/effects.sc","d3_green_dark",,,50,80,,350,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"royal_giant_evolution_puff_03",5,1,1,,,800,900,,,,"true",,,,,,,,,,,,,"sc/effects.sc","pulse_line",,,1,20,,1000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"confetti_elite_level",60,999999,9999999,250,250,6000,6000,,360,,"true",,35,10,20,,,417,-400,-100,,,,"sc/effects.sc","confetti_gold1",,"true",30,60,500,500,400,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_gold2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_gold3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_gold4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_gold5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_gold6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_gold7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_gold8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_gold9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_gold10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","confetti_gold11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"card_evolution_shards_gather_intro",33,1500,1700,5,15,600,1000,,365,,"true",,25,300,400,,,,,,,500,100,"sc/effects.sc","Death_purple_sparkle4",,,65,65,100,900,200,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
